type,sensor,value,timestamp
"watt","meanPerHour",1014,1425315640
"watt","meanPerHour",2899,1425319202
"watt","meanPerHour",674,1425322936
"watt","meanPerHour",1370,1425326461
"watt","meanPerHour",3097,1425330071
"watt","meanPerHour",3340,1425333626
"watt","meanPerHour",2667,1425337320
"watt","meanPerHour",2329,1425340871
"watt","meanPerHour",335,1425344502
"watt","meanPerHour",191,1425348107
"watt","meanPerHour",179,1425351733
"watt","meanPerHour",1413,1425355220
"watt","meanPerHour",2881,1425358906
"watt","meanPerHour",1901,1425362401
"watt","meanPerHour",457,1425366077
"watt","meanPerHour",289,1425369760
"watt","meanPerHour",415,1425373342
"watt","meanPerHour",298,1425376982
"watt","meanPerHour",334,1425380448
"watt","meanPerHour",525,1425384154
"watt","meanPerHour",335,1425387609
"watt","meanPerHour",482,1425391675
"watt","meanPerHour",496,1425394832
"watt","meanPerHour",547,1425398403
"watt","meanPerHour",695,1425402042
"watt","meanPerHour",1272,1425405979
"watt","meanPerHour",563,1425409387
"watt","meanPerHour",1376,1425412884
"watt","meanPerHour",3428,1425416434
"watt","meanPerHour",4293,1425420109
"watt","meanPerHour",3604,1425423620
"watt","meanPerHour",1038,1425427304
"watt","meanPerHour",169,1425430814
"watt","meanPerHour",188,1425434510
"watt","meanPerHour",211,1425438018
"watt","meanPerHour",1641,1425441634
"watt","meanPerHour",3777,1425445202
"watt","meanPerHour",1548,1425449014
"watt","meanPerHour",232,1425452499
"watt","meanPerHour",197,1425456042
"watt","meanPerHour",243,1425459607
"watt","meanPerHour",262,1425463305
"watt","meanPerHour",277,1425466909
"watt","meanPerHour",194,1425470474
"watt","meanPerHour",307,1425474118
"watt","meanPerHour",236,1425478108
"watt","meanPerHour",244,1425481334
"watt","meanPerHour",815,1425484830
"watt","meanPerHour",485,1425488427
"watt","meanPerHour",1587,1425492045
"watt","meanPerHour",566,1425495726
"watt","meanPerHour",979,1425499203
"watt","meanPerHour",3362,1425502886
"watt","meanPerHour",4262,1425506415
"watt","meanPerHour",1504,1425510004
"watt","meanPerHour",168,1425513628
"watt","meanPerHour",251,1425517228
"watt","meanPerHour",244,1425520856
"watt","meanPerHour",199,1425524400
"watt","meanPerHour",1602,1425528071
"watt","meanPerHour",3695,1425531613
"watt","meanPerHour",2046,1425535270
"watt","meanPerHour",224,1425538832
"watt","meanPerHour",266,1425542578
"watt","meanPerHour",252,1425546024
"watt","meanPerHour",227,1425549603
"watt","meanPerHour",152,1425553257
"watt","meanPerHour",163,1425556880
"watt","meanPerHour",1273,1425560432
"watt","meanPerHour",1157,1425564040
"watt","meanPerHour",209,1425567721
"watt","meanPerHour",165,1425571215
"watt","meanPerHour",279,1425574842
"watt","meanPerHour",1269,1425578412
"watt","meanPerHour",1253,1425582035
"watt","meanPerHour",1921,1425585776
"watt","meanPerHour",2514,1425589204
"watt","meanPerHour",3305,1425592804
"watt","meanPerHour",2715,1425596439
"watt","meanPerHour",2326,1425600007
"watt","meanPerHour",882,1425603745
"watt","meanPerHour",172,1425607205
"watt","meanPerHour",158,1425610828
"watt","meanPerHour",1399,1425614472
"watt","meanPerHour",2074,1425618045
"watt","meanPerHour",1717,1425621696
"watt","meanPerHour",238,1425625256
"watt","meanPerHour",147,1425628814
"watt","meanPerHour",149,1425632544
"watt","meanPerHour",186,1425636014
"watt","meanPerHour",543,1425639618
"watt","meanPerHour",336,1425643250
"watt","meanPerHour",1249,1425646830
"watt","meanPerHour",265,1425650474
"watt","meanPerHour",198,1425654080
"watt","meanPerHour",216,1425657617
"watt","meanPerHour",301,1425661207
"watt","meanPerHour",1224,1425664837
"watt","meanPerHour",1103,1425668410
"watt","meanPerHour",584,1425672021
"watt","meanPerHour",3080,1425675694
"watt","meanPerHour",3728,1425679218
"watt","meanPerHour",3595,1425682821
"watt","meanPerHour",2856,1425686472
"watt","meanPerHour",1276,1425690086
"watt","meanPerHour",289,1425693618
"watt","meanPerHour",185,1425697252
"watt","meanPerHour",1402,1425700860
"watt","meanPerHour",1411,1425704532
"watt","meanPerHour",1909,1425708006
"watt","meanPerHour",4502,1425711624
"watt","meanPerHour",5290,1425715230
"watt","meanPerHour",838,1425718893
"watt","meanPerHour",415,1425722424
"watt","meanPerHour",428,1425726025
"watt","meanPerHour",432,1425729606
"watt","meanPerHour",349,1425733329
"watt","meanPerHour",227,1425736843
"watt","meanPerHour",301,1425740428
"watt","meanPerHour",258,1425744012
"watt","meanPerHour",304,1425747620
"watt","meanPerHour",543,1425751224
"watt","meanPerHour",1074,1425754819
"watt","meanPerHour",777,1425758403
"watt","meanPerHour",3328,1425762009
"watt","meanPerHour",4060,1425765619
"watt","meanPerHour",3515,1425769216
"watt","meanPerHour",900,1425772805
"watt","meanPerHour",649,1425776407
"watt","meanPerHour",249,1425780055
"watt","meanPerHour",240,1425783663
"watt","meanPerHour",1505,1425787215
"watt","meanPerHour",1390,1425790816
"watt","meanPerHour",2099,1425794435
"watt","meanPerHour",1185,1425798015
"watt","meanPerHour",1107,1425801634
"watt","meanPerHour",583,1425805240
"watt","meanPerHour",242,1425808835
"watt","meanPerHour",295,1425812430
"watt","meanPerHour",185,1425816040
"watt","meanPerHour",201,1425819662
"watt","meanPerHour",215,1425823202
"watt","meanPerHour",152,1425826844
"watt","meanPerHour",164,1425830410
"watt","meanPerHour",1172,1425834039
"watt","meanPerHour",348,1425837633
"watt","meanPerHour",379,1425841200
"watt","meanPerHour",974,1425844822
"watt","meanPerHour",2907,1425848487
"watt","meanPerHour",3370,1425852046
"watt","meanPerHour",2882,1425855657
"watt","meanPerHour",2356,1425859277
"watt","meanPerHour",484,1425862803
"watt","meanPerHour",174,1425866412
"watt","meanPerHour",163,1425870210
"watt","meanPerHour",1190,1425873620
"watt","meanPerHour",2072,1425877211
"watt","meanPerHour",1541,1425880872
"watt","meanPerHour",165,1425884404
"watt","meanPerHour",261,1425888007
"watt","meanPerHour",253,1425891711
"watt","meanPerHour",940,1425895202
"watt","meanPerHour",364,1425898879
"watt","meanPerHour",241,1425902406
"watt","meanPerHour",262,1425906014
"watt","meanPerHour",200,1425910235
"watt","meanPerHour",180,1425913234
"watt","meanPerHour",192,1425917265
"watt","meanPerHour",219,1425920440
"watt","meanPerHour",1256,1425924040
"watt","meanPerHour",1035,1425927614
"watt","meanPerHour",509,1425931202
"watt","meanPerHour",2461,1425934805
"watt","meanPerHour",4063,1425938469
"watt","meanPerHour",3300,1425942066
"watt","meanPerHour",358,1425945708
"watt","meanPerHour",163,1425949215
"watt","meanPerHour",168,1425952815
"watt","meanPerHour",165,1425956442
"watt","meanPerHour",1447,1425960024
"watt","meanPerHour",3014,1425963730
"watt","meanPerHour",896,1425967259
"watt","meanPerHour",182,1425970815
"watt","meanPerHour",158,1425974475
"watt","meanPerHour",203,1425978067
"watt","meanPerHour",176,1425981681
"watt","meanPerHour",189,1425985207
"watt","meanPerHour",170,1425988807
"watt","meanPerHour",219,1425992406
"watt","meanPerHour",220,1425996043
"watt","meanPerHour",382,1425999615
"watt","meanPerHour",196,1426003245
"watt","meanPerHour",968,1426006873
"watt","meanPerHour",1119,1426010408
"watt","meanPerHour",378,1426014100
"watt","meanPerHour",666,1426017613
"watt","meanPerHour",2836,1426021239
"watt","meanPerHour",3649,1426024855
"watt","meanPerHour",2990,1426028531
"watt","meanPerHour",632,1426032024
"watt","meanPerHour",169,1426035849
"watt","meanPerHour",198,1426039217
"watt","meanPerHour",195,1426042812
"watt","meanPerHour",2170,1426046412
"watt","meanPerHour",3246,1426050008
"watt","meanPerHour",2216,1426053611
"watt","meanPerHour",355,1426057301
"watt","meanPerHour",298,1426060985
"watt","meanPerHour",1274,1426064443
"watt","meanPerHour",1240,1426068090
"watt","meanPerHour",236,1426071667
"watt","meanPerHour",194,1426075202
"watt","meanPerHour",209,1426078826
"watt","meanPerHour",166,1426082402
"watt","meanPerHour",192,1426086010
"watt","meanPerHour",178,1426089616
"watt","meanPerHour",549,1426093250
"watt","meanPerHour",1028,1426096902
"watt","meanPerHour",524,1426100401
"watt","meanPerHour",684,1426104011
"watt","meanPerHour",3577,1426107768
"watt","meanPerHour",4099,1426111226
"watt","meanPerHour",2422,1426114894
"watt","meanPerHour",156,1426118407
"watt","meanPerHour",153,1426122008
"watt","meanPerHour",207,1426125602
"watt","meanPerHour",167,1426129220
"watt","meanPerHour",1691,1426132829
"watt","meanPerHour",2313,1426136591
"watt","meanPerHour",1514,1426140012
"watt","meanPerHour",903,1426143621
"watt","meanPerHour",1082,1426147359
"watt","meanPerHour",467,1426150814
"watt","meanPerHour",245,1426154539
"watt","meanPerHour",819,1426158050
"watt","meanPerHour",290,1426161602
"watt","meanPerHour",231,1426165225
"watt","meanPerHour",252,1426168989
"watt","meanPerHour",321,1426172519
"watt","meanPerHour",778,1426176036
"watt","meanPerHour",787,1426179601
"watt","meanPerHour",1530,1426183200
"watt","meanPerHour",718,1426186870
"watt","meanPerHour",930,1426190421
"watt","meanPerHour",3298,1426194008
"watt","meanPerHour",4131,1426197632
"watt","meanPerHour",3029,1426201208
"watt","meanPerHour",1745,1426204846
"watt","meanPerHour",1598,1426208417
"watt","meanPerHour",1028,1426212077
"watt","meanPerHour",208,1426215641
"watt","meanPerHour",1903,1426219242
"watt","meanPerHour",2395,1426222810
"watt","meanPerHour",1515,1426226497
"watt","meanPerHour",469,1426230078
"watt","meanPerHour",279,1426233612
"watt","meanPerHour",228,1426237231
"watt","meanPerHour",1350,1426240918
"watt","meanPerHour",1279,1426244400
"watt","meanPerHour",402,1426248069
"watt","meanPerHour",542,1426251614
"watt","meanPerHour",1051,1426255211
"watt","meanPerHour",262,1426258842
"watt","meanPerHour",325,1426262405
"watt","meanPerHour",386,1426266019
"watt","meanPerHour",1845,1426269693
"watt","meanPerHour",1125,1426273244
"watt","meanPerHour",658,1426276800
"watt","meanPerHour",2688,1426280477
"watt","meanPerHour",3692,1426284036
"watt","meanPerHour",2839,1426287603
"watt","meanPerHour",2050,1426291230
"watt","meanPerHour",259,1426294873
"watt","meanPerHour",167,1426298592
"watt","meanPerHour",273,1426302005
"watt","meanPerHour",912,1426305601
"watt","meanPerHour",1130,1426309215
"watt","meanPerHour",1538,1426312802
"watt","meanPerHour",1647,1426316507
"watt","meanPerHour",3119,1426320022
"watt","meanPerHour",1905,1426323640
"watt","meanPerHour",479,1426327275
"watt","meanPerHour",1082,1426330844
"watt","meanPerHour",527,1426334597
"watt","meanPerHour",900,1426338049
"watt","meanPerHour",491,1426341690
"watt","meanPerHour",397,1426345201
"watt","meanPerHour",553,1426348916
"watt","meanPerHour",814,1426352451
"watt","meanPerHour",1217,1426356055
"watt","meanPerHour",1050,1426359602
"watt","meanPerHour",1639,1426363266
"watt","meanPerHour",3441,1426366820
"watt","meanPerHour",4751,1426370404
"watt","meanPerHour",3984,1426374001
"watt","meanPerHour",2364,1426377617
"watt","meanPerHour",2326,1426381221
"watt","meanPerHour",1320,1426384843
"watt","meanPerHour",292,1426388444
"watt","meanPerHour",973,1426392033
"watt","meanPerHour",1228,1426395634
"watt","meanPerHour",1283,1426399318
"watt","meanPerHour",2200,1426402876
"watt","meanPerHour",730,1426406496
"watt","meanPerHour",1725,1426410001
"watt","meanPerHour",1463,1426413605
"watt","meanPerHour",942,1426417209
"watt","meanPerHour",700,1426420817
"watt","meanPerHour",445,1426424419
"watt","meanPerHour",390,1426428023
"watt","meanPerHour",1130,1426431729
"watt","meanPerHour",721,1426435265
"watt","meanPerHour",1044,1426438816
"watt","meanPerHour",1991,1426442414
"watt","meanPerHour",1194,1426446211
"watt","meanPerHour",913,1426449601
"watt","meanPerHour",2931,1426453327
"watt","meanPerHour",3717,1426456829
"watt","meanPerHour",2713,1426460529
"watt","meanPerHour",158,1426464106
"watt","meanPerHour",174,1426467643
"watt","meanPerHour",241,1426471257
"watt","meanPerHour",273,1426474800
"watt","meanPerHour",1536,1426478430
"watt","meanPerHour",4001,1426482057
"watt","meanPerHour",2494,1426485705
"watt","meanPerHour",811,1426489336
"watt","meanPerHour",434,1426492886
"watt","meanPerHour",513,1426496451
"watt","meanPerHour",475,1426500018
"watt","meanPerHour",468,1426503672
"watt","meanPerHour",443,1426507345
"watt","meanPerHour",780,1426510838
"watt","meanPerHour",316,1426514537
"watt","meanPerHour",342,1426518211
"watt","meanPerHour",256,1426521725
"watt","meanPerHour",620,1426525210
"watt","meanPerHour",1089,1426528805
"watt","meanPerHour",481,1426532443
"watt","meanPerHour",649,1426536028
"watt","meanPerHour",2640,1426539639
"watt","meanPerHour",3613,1426543204
"watt","meanPerHour",2717,1426546974
"watt","meanPerHour",2336,1426550448
"watt","meanPerHour",2657,1426554023
"watt","meanPerHour",1266,1426557679
"watt","meanPerHour",214,1426561259
"watt","meanPerHour",1094,1426564888
"watt","meanPerHour",2317,1426568400
"watt","meanPerHour",1376,1426572055
"watt","meanPerHour",506,1426575625
"watt","meanPerHour",448,1426579200
"watt","meanPerHour",358,1426582815
"watt","meanPerHour",269,1426586470
"watt","meanPerHour",375,1426590056
"watt","meanPerHour",290,1426593658
"watt","meanPerHour",351,1426597202
"watt","meanPerHour",233,1426600892
"watt","meanPerHour",256,1426604440
"watt","meanPerHour",220,1426608011
"watt","meanPerHour",358,1426611653
"watt","meanPerHour",533,1426615260
"watt","meanPerHour",361,1426618832
"watt","meanPerHour",465,1426622417
"watt","meanPerHour",2114,1426626061
"watt","meanPerHour",3745,1426629695
"watt","meanPerHour",2871,1426633271
"watt","meanPerHour",858,1426636834
"watt","meanPerHour",148,1426640413
"watt","meanPerHour",150,1426644045
"watt","meanPerHour",172,1426647603
"watt","meanPerHour",1551,1426651234
"watt","meanPerHour",3000,1426654860
"watt","meanPerHour",1084,1426658412
"watt","meanPerHour",246,1426662010
"watt","meanPerHour",269,1426665614
"watt","meanPerHour",255,1426669208
"watt","meanPerHour",264,1426672867
"watt","meanPerHour",181,1426676472
"watt","meanPerHour",157,1426680110
"watt","meanPerHour",183,1426683676
"watt","meanPerHour",218,1426687218
"watt","meanPerHour",221,1426690839
"watt","meanPerHour",207,1426694461
"watt","meanPerHour",223,1426698047
"watt","meanPerHour",409,1426701770
"watt","meanPerHour",291,1426705324
"watt","meanPerHour",537,1426708826
"watt","meanPerHour",3165,1426712401
"watt","meanPerHour",4556,1426716002
"watt","meanPerHour",4152,1426719608
"watt","meanPerHour",470,1426723239
"watt","meanPerHour",166,1426726835
"watt","meanPerHour",175,1426730404
"watt","meanPerHour",208,1426734025
"watt","meanPerHour",1535,1426737656
"watt","meanPerHour",2871,1426741200
"watt","meanPerHour",926,1426744802
"watt","meanPerHour",192,1426748685
"watt","meanPerHour",213,1426752288
"watt","meanPerHour",244,1426755602
"watt","meanPerHour",209,1426759200
"watt","meanPerHour",230,1426762805
"watt","meanPerHour",339,1426766424
"watt","meanPerHour",300,1426770062
"watt","meanPerHour",340,1426773701
"watt","meanPerHour",525,1426777295
"watt","meanPerHour",433,1426780819
"watt","meanPerHour",550,1426784417
"watt","meanPerHour",2749,1426788091
"watt","meanPerHour",3618,1426791661
"watt","meanPerHour",2802,1426795205
"watt","meanPerHour",5163,1426798803
"watt","meanPerHour",4277,1426802454
"watt","meanPerHour",2734,1426806041
"watt","meanPerHour",413,1426809611
"watt","meanPerHour",669,1426813230
"watt","meanPerHour",662,1426816824
"watt","meanPerHour",669,1426820416
"watt","meanPerHour",2973,1426824019
"watt","meanPerHour",3531,1426827601
"watt","meanPerHour",2326,1426831327
"watt","meanPerHour",296,1426834931
"watt","meanPerHour",456,1426838417
"watt","meanPerHour",526,1426842025
"watt","meanPerHour",398,1426845607
"watt","meanPerHour",892,1426849314
"watt","meanPerHour",401,1426852811
"watt","meanPerHour",376,1426856400
"watt","meanPerHour",198,1426860027
"watt","meanPerHour",1992,1426863730
"watt","meanPerHour",1267,1426867201
"watt","meanPerHour",2283,1426870952
"watt","meanPerHour",2933,1426874453
"watt","meanPerHour",1982,1426878061
"watt","meanPerHour",1547,1426881603
"watt","meanPerHour",4167,1426885292
"watt","meanPerHour",4294,1426888885
"watt","meanPerHour",4004,1426892550
"watt","meanPerHour",3249,1426896069
"watt","meanPerHour",2876,1426899649
"watt","meanPerHour",1066,1426903260
"watt","meanPerHour",227,1426906883
"watt","meanPerHour",1412,1426910444
"watt","meanPerHour",1659,1426914071
"watt","meanPerHour",2136,1426917629
"watt","meanPerHour",2143,1426921258
"watt","meanPerHour",2420,1426924816
"watt","meanPerHour",1658,1426928598
"watt","meanPerHour",1378,1426932003
"watt","meanPerHour",1592,1426935640
"watt","meanPerHour",1114,1426939230
"watt","meanPerHour",232,1426942818
"watt","meanPerHour",267,1426946417
"watt","meanPerHour",847,1426950039
"watt","meanPerHour",1141,1426953679
"watt","meanPerHour",1615,1426957265
"watt","meanPerHour",1816,1426961009
"watt","meanPerHour",2877,1426964432
"watt","meanPerHour",1600,1426968054
"watt","meanPerHour",3136,1426971650
"watt","meanPerHour",4242,1426975321
"watt","meanPerHour",4105,1426978801
"watt","meanPerHour",3025,1426982407
"watt","meanPerHour",551,1426986003
"watt","meanPerHour",183,1426989634
"watt","meanPerHour",203,1426993233
"watt","meanPerHour",1255,1426996833
"watt","meanPerHour",1336,1427000453
"watt","meanPerHour",2501,1427004030
"watt","meanPerHour",2288,1427007741
"watt","meanPerHour",2084,1427011275
"watt","meanPerHour",2512,1427014837
"watt","meanPerHour",1505,1427018415
"watt","meanPerHour",2227,1427022069
"watt","meanPerHour",1866,1427025622
"watt","meanPerHour",527,1427029205
"watt","meanPerHour",262,1427032808
"watt","meanPerHour",1493,1427036416
"watt","meanPerHour",2092,1427040101
"watt","meanPerHour",1579,1427043708
"watt","meanPerHour",2045,1427047231
"watt","meanPerHour",1772,1427050820
"watt","meanPerHour",1446,1427054421
"watt","meanPerHour",2801,1427058012
"watt","meanPerHour",3809,1427061613
"watt","meanPerHour",2853,1427065228
"watt","meanPerHour",2347,1427068863
"watt","meanPerHour",1695,1427072409
"watt","meanPerHour",217,1427076009
"watt","meanPerHour",260,1427079689
"watt","meanPerHour",2117,1427083232
"watt","meanPerHour",2986,1427086841
"watt","meanPerHour",3463,1427090437
"watt","meanPerHour",511,1427094035
"watt","meanPerHour",349,1427097617
"watt","meanPerHour",331,1427101284
"watt","meanPerHour",271,1427104840
"watt","meanPerHour",221,1427108419
"watt","meanPerHour",262,1427112047
"watt","meanPerHour",195,1427115728
"watt","meanPerHour",295,1427119221
"watt","meanPerHour",642,1427122878
"watt","meanPerHour",787,1427126417
"watt","meanPerHour",681,1427130001
"watt","meanPerHour",963,1427133650
"watt","meanPerHour",889,1427137208
"watt","meanPerHour",1363,1427140817
"watt","meanPerHour",3705,1427144403
"watt","meanPerHour",3964,1427148014
"watt","meanPerHour",2863,1427151747
"watt","meanPerHour",2577,1427155324
"watt","meanPerHour",1124,1427158805
"watt","meanPerHour",1081,1427162437
"watt","meanPerHour",169,1427166131
"watt","meanPerHour",2074,1427169609
"watt","meanPerHour",3826,1427173214
"watt","meanPerHour",2174,1427176807
"watt","meanPerHour",187,1427180496
"watt","meanPerHour",214,1427184003
"watt","meanPerHour",206,1427187605
"watt","meanPerHour",234,1427191232
"watt","meanPerHour",263,1427194802
"watt","meanPerHour",219,1427198471
"watt","meanPerHour",251,1427202018
"watt","meanPerHour",381,1427205668
"watt","meanPerHour",1054,1427209265
"watt","meanPerHour",1506,1427212827
"watt","meanPerHour",1488,1427216444
"watt","meanPerHour",2342,1427220119
"watt","meanPerHour",1419,1427223694
"watt","meanPerHour",1849,1427227296
"watt","meanPerHour",4324,1427230828
"watt","meanPerHour",4367,1427234470
"watt","meanPerHour",2098,1427238162
"watt","meanPerHour",171,1427241619
"watt","meanPerHour",160,1427245241
"watt","meanPerHour",179,1427248887
"watt","meanPerHour",253,1427252434
"watt","meanPerHour",3380,1427256003
"watt","meanPerHour",4575,1427259624
"watt","meanPerHour",3113,1427263303
"watt","meanPerHour",536,1427266819
"watt","meanPerHour",552,1427270416
"watt","meanPerHour",680,1427274113
"watt","meanPerHour",621,1427277612
"watt","meanPerHour",390,1427281227
"watt","meanPerHour",397,1427284851
"watt","meanPerHour",454,1427288472
"watt","meanPerHour",440,1427292040
"watt","meanPerHour",862,1427295649
"watt","meanPerHour",1393,1427299210
"watt","meanPerHour",1667,1427302827
"watt","meanPerHour",1449,1427306418
"watt","meanPerHour",1278,1427310049
"watt","meanPerHour",2264,1427313613
"watt","meanPerHour",4811,1427317255
"watt","meanPerHour",4370,1427320870
"watt","meanPerHour",2941,1427324432
"watt","meanPerHour",2291,1427328128
"watt","meanPerHour",196,1427331690
"watt","meanPerHour",244,1427335229
"watt","meanPerHour",301,1427338929
"watt","meanPerHour",3051,1427342417
"watt","meanPerHour",3966,1427346104
"watt","meanPerHour",2808,1427349624
"watt","meanPerHour",722,1427353211
"watt","meanPerHour",612,1427356897
"watt","meanPerHour",839,1427360562
"watt","meanPerHour",635,1427364016
"watt","meanPerHour",604,1427367765
"watt","meanPerHour",638,1427371282
"watt","meanPerHour",730,1427374835
"watt","meanPerHour",3236,1427378405
"watt","meanPerHour",2658,1427382062
"watt","meanPerHour",2051,1427386005
"watt","meanPerHour",1447,1427389240
"watt","meanPerHour",2757,1427392865
"watt","meanPerHour",1623,1427396405
"watt","meanPerHour",1773,1427400017
"watt","meanPerHour",4579,1427403646
"watt","meanPerHour",4544,1427407269
"watt","meanPerHour",3134,1427410814
"watt","meanPerHour",2056,1427414451
"watt","meanPerHour",169,1427418005
"watt","meanPerHour",241,1427421616
"watt","meanPerHour",297,1427425263
"watt","meanPerHour",2912,1427428806
"watt","meanPerHour",3805,1427432556
"watt","meanPerHour",2636,1427436033
"watt","meanPerHour",707,1427439620
"watt","meanPerHour",507,1427443271
"watt","meanPerHour",407,1427446832
"watt","meanPerHour",1101,1427450487
"watt","meanPerHour",994,1427454048
"watt","meanPerHour",417,1427457628
"watt","meanPerHour",921,1427461205
"watt","meanPerHour",522,1427464872
"watt","meanPerHour",1121,1427468402
"watt","meanPerHour",1330,1427472030
"watt","meanPerHour",2485,1427475600
"watt","meanPerHour",2537,1427479276
"watt","meanPerHour",2187,1427482816
"watt","meanPerHour",1629,1427486428
"watt","meanPerHour",4017,1427490004
"watt","meanPerHour",4035,1427493835
"watt","meanPerHour",2812,1427497215
"watt","meanPerHour",2335,1427500811
"watt","meanPerHour",1213,1427504405
"watt","meanPerHour",221,1427508058
"watt","meanPerHour",176,1427511641
"watt","meanPerHour",1441,1427515204
"watt","meanPerHour",1561,1427518844
"watt","meanPerHour",2579,1427522420
"watt","meanPerHour",2861,1427526099
"watt","meanPerHour",2813,1427529706
"watt","meanPerHour",2622,1427533245
"watt","meanPerHour",1336,1427536804
"watt","meanPerHour",1770,1427540429
"watt","meanPerHour",1508,1427544000
"watt","meanPerHour",289,1427547713
"watt","meanPerHour",204,1427551279
"watt","meanPerHour",918,1427554813
"watt","meanPerHour",1148,1427558409
"watt","meanPerHour",1606,1427562009
"watt","meanPerHour",2173,1427565625
"watt","meanPerHour",2231,1427569277
"watt","meanPerHour",1565,1427572808
"watt","meanPerHour",3439,1427576470
"watt","meanPerHour",4090,1427580097
"watt","meanPerHour",3007,1427583665
"watt","meanPerHour",1533,1427587255
"watt","meanPerHour",168,1427590800
"watt","meanPerHour",160,1427594496
"watt","meanPerHour",1309,1427598043
"watt","meanPerHour",1292,1427601622
"watt","meanPerHour",2058,1427605219
"watt","meanPerHour",2467,1427608905
"watt","meanPerHour",1461,1427612416
"watt","meanPerHour",1253,1427616076
"watt","meanPerHour",1650,1427619601
"watt","meanPerHour",1428,1427623220
"watt","meanPerHour",1444,1427626803
"watt","meanPerHour",219,1427630403
"watt","meanPerHour",195,1427634149
"watt","meanPerHour",1793,1427637667
"watt","meanPerHour",1864,1427641200
"watt","meanPerHour",1270,1427644907
"watt","meanPerHour",1398,1427648469
"watt","meanPerHour",994,1427652012
"watt","meanPerHour",2204,1427655610
"watt","meanPerHour",4175,1427659209
"watt","meanPerHour",2632,1427662920
"watt","meanPerHour",2347,1427666408
"watt","meanPerHour",1623,1427670009
"watt","meanPerHour",168,1427673673
"watt","meanPerHour",179,1427677234
"watt","meanPerHour",1557,1427680809
"watt","meanPerHour",3508,1427684418
"watt","meanPerHour",1859,1427688048
"watt","meanPerHour",275,1427691614
"watt","meanPerHour",175,1427695216
"watt","meanPerHour",238,1427698836
"watt","meanPerHour",220,1427702484
"watt","meanPerHour",226,1427706346
"watt","meanPerHour",173,1427709608
"watt","meanPerHour",169,1427713379
"watt","meanPerHour",727,1427716869
"watt","meanPerHour",595,1427720421
"watt","meanPerHour",825,1427724088
"watt","meanPerHour",1773,1427727616
"watt","meanPerHour",1434,1427731325
"watt","meanPerHour",1207,1427734804
"watt","meanPerHour",853,1427738417
"watt","meanPerHour",2668,1427742012
"watt","meanPerHour",3665,1427745654
"watt","meanPerHour",2736,1427749237
"watt","meanPerHour",321,1427752939
"watt","meanPerHour",160,1427756444
"watt","meanPerHour",150,1427760012
"watt","meanPerHour",164,1427763637
"watt","meanPerHour",1646,1427767313
"watt","meanPerHour",2780,1427770805
"watt","meanPerHour",2086,1427774402
"watt","meanPerHour",146,1427778069
"watt","meanPerHour",166,1427781626
"watt","meanPerHour",158,1427785228
"watt","meanPerHour",156,1427788837
"watt","meanPerHour",163,1427792402
"watt","meanPerHour",146,1427796090
"watt","meanPerHour",162,1427799636
"watt","meanPerHour",155,1427803257
"watt","meanPerHour",400,1427806844
"watt","meanPerHour",980,1427810543
"watt","meanPerHour",821,1427814003
"watt","meanPerHour",1351,1427817602
"watt","meanPerHour",1651,1427821351
"watt","meanPerHour",1450,1427824889
"watt","meanPerHour",3488,1427828530
"watt","meanPerHour",3758,1427832159
"watt","meanPerHour",3970,1427835606
"watt","meanPerHour",1041,1427839208
"watt","meanPerHour",197,1427842849
"watt","meanPerHour",181,1427846647
"watt","meanPerHour",184,1427850013
"watt","meanPerHour",1721,1427853603
"watt","meanPerHour",3588,1427857225
"watt","meanPerHour",2690,1427860925
"watt","meanPerHour",898,1427864425
"watt","meanPerHour",388,1427868030
"watt","meanPerHour",252,1427871696
"watt","meanPerHour",287,1427875222
"watt","meanPerHour",261,1427878809
"watt","meanPerHour",234,1427882420
"watt","meanPerHour",254,1427886025
"watt","meanPerHour",246,1427889607
"watt","meanPerHour",552,1427893204
"watt","meanPerHour",888,1427896806
"watt","meanPerHour",993,1427900412
"watt","meanPerHour",1474,1427904010
"watt","meanPerHour",1169,1427907630
"watt","meanPerHour",1209,1427911224
"watt","meanPerHour",4336,1427914802
"watt","meanPerHour",4017,1427918552
"watt","meanPerHour",2394,1427922074
"watt","meanPerHour",152,1427925601
"watt","meanPerHour",165,1427929254
"watt","meanPerHour",165,1427932928
"watt","meanPerHour",153,1427936492
"watt","meanPerHour",1746,1427940017
"watt","meanPerHour",3542,1427943659
"watt","meanPerHour",1969,1427947222
"watt","meanPerHour",176,1427950803
"watt","meanPerHour",212,1427954425
"watt","meanPerHour",300,1427958000
"watt","meanPerHour",263,1427961663
"watt","meanPerHour",189,1427965222
"watt","meanPerHour",194,1427968840
"watt","meanPerHour",292,1427972401
"watt","meanPerHour",261,1427976126
"watt","meanPerHour",655,1427979631
"watt","meanPerHour",1341,1427983423
"watt","meanPerHour",1294,1427986800
"watt","meanPerHour",2552,1427990422
"watt","meanPerHour",2720,1427994091
"watt","meanPerHour",1092,1427997609
"watt","meanPerHour",2838,1428001200
"watt","meanPerHour",3557,1428005042
"watt","meanPerHour",2675,1428008433
"watt","meanPerHour",163,1428012275
"watt","meanPerHour",168,1428015705
"watt","meanPerHour",162,1428019222
"watt","meanPerHour",161,1428022840
"watt","meanPerHour",2137,1428026490
"watt","meanPerHour",2898,1428030066
"watt","meanPerHour",2495,1428033750
