type,sensor,value,timestamp
"watt","meanPerHour",2061.85,1457172013
"watt","meanPerHour",2101.64,1457175600
"motion","livingRoomPerHour",0.03,1457175603
"watt","meanPerHour",3453.93,1457179201
"motion","livingRoomPerHour",0.04,1457179206
"watt","meanPerHour",2503.49,1457182807
"motion","livingRoomPerHour",0.13,1457182809
"motion","livingRoomPerHour",0.02,1457186401
"watt","meanPerHour",2723.75,1457186566
"motion","livingRoomPerHour",0.06,1457190004
"watt","meanPerHour",2123.71,1457190086
"watt","meanPerHour",1821.91,1457193602
"motion","livingRoomPerHour",0.12,1457193608
"motion","livingRoomPerHour",0.15,1457197200
"watt","meanPerHour",1484.77,1457197419
"motion","livingRoomPerHour",0.1,1457200803
"watt","meanPerHour",2347.96,1457200818
"motion","livingRoomPerHour",0,1457204406
"watt","meanPerHour",1846.37,1457204438
"motion","livingRoomPerHour",0,1457208009
"watt","meanPerHour",931.76,1457208028
"motion","livingRoomPerHour",0,1457211602
"watt","meanPerHour",1183.14,1457211641
"motion","livingRoomPerHour",0,1457215205
"watt","meanPerHour",3344.73,1457215326
"motion","livingRoomPerHour",0,1457218808
"watt","meanPerHour",3728.67,1457218824
"watt","sumPerDay",54354.34,1457218824
"motion","livingRoomPerHour",0,1457222401
"watt","meanPerHour",3063.93,1457222405
"motion","livingRoomPerHour",0.02,1457226004
"watt","meanPerHour",2629.65,1457226140
"min","tankHotWaterPerDay",262,1457229144
"motion","livingRoomPerHour",0,1457229607
"watt","meanPerHour",2093.86,1457229677
"motion","livingRoomPerHour",0,1457233209
"watt","meanPerHour",205.89,1457233212
"motion","livingRoomPerHour",0,1457236803
"watt","meanPerHour",207.3,1457236841
"motion","livingRoomPerHour",0,1457240406
"watt","meanPerHour",895.6900000000001,1457240416
"watt","meanPerHour",1093.31,1457244004
"motion","livingRoomPerHour",0,1457244009
"motion","livingRoomPerHour",0,1457247602
"watt","meanPerHour",1981.32,1457247617
"watt","meanPerHour",1620.69,1457251201
"motion","livingRoomPerHour",0.02,1457251205
"motion","livingRoomPerHour",0.07000000000000001,1457254808
"watt","meanPerHour",1054.84,1457254901
"motion","livingRoomPerHour",0.21,1457258401
"watt","meanPerHour",620.47,1457258536
"motion","livingRoomPerHour",0.06,1457262004
"watt","meanPerHour",602.78,1457262028
"motion","livingRoomPerHour",0,1457265606
"watt","meanPerHour",599.76,1457265670
"motion","livingRoomPerHour",0.08,1457269209
"watt","meanPerHour",1139.76,1457269227
"motion","livingRoomPerHour",0.13,1457272801
"watt","meanPerHour",2509.43,1457272917
"motion","livingRoomPerHour",0.03,1457276404
"watt","meanPerHour",3314.35,1457276405
"motion","livingRoomPerHour",0,1457280008
"watt","meanPerHour",3943.93,1457280022
"motion","livingRoomPerHour",0.04,1457283601
"watt","meanPerHour",2714.23,1457283672
"motion","livingRoomPerHour",0.25,1457287204
"watt","meanPerHour",2644.9,1457287257
"motion","livingRoomPerHour",0.18,1457290807
"watt","meanPerHour",2245.9,1457290838
"motion","livingRoomPerHour",0.11,1457294400
"watt","meanPerHour",1509.37,1457294418
"motion","livingRoomPerHour",0.01,1457298003
"watt","meanPerHour",1726.78,1457298145
"motion","livingRoomPerHour",0.03,1457301606
"watt","meanPerHour",2788.02,1457301716
"motion","livingRoomPerHour",0.01,1457305209
"watt","meanPerHour",3385.17,1457305277
"watt","sumPerDay",44591.33,1457305277
"motion","livingRoomPerHour",0,1457308802
"watt","meanPerHour",3198.3,1457308854
"motion","livingRoomPerHour",0,1457312405
"watt","meanPerHour",1405.67,1457312413
"motion","livingRoomPerHour",0,1457316008
"watt","meanPerHour",684.77,1457316067
"motion","livingRoomPerHour",0,1457319601
"watt","meanPerHour",830.29,1457319644
"motion","livingRoomPerHour",0,1457323204
"watt","meanPerHour",820.48,1457323226
"min","tankHotWaterPerDay",393,1457323415
"watt","meanPerHour",2844.75,1457326800
"motion","livingRoomPerHour",0.01,1457326807
"motion","livingRoomPerHour",0.02,1457330400
"watt","meanPerHour",5217.11,1457330432
"motion","livingRoomPerHour",0.05,1457334003
"watt","meanPerHour",3173.63,1457334055
"motion","livingRoomPerHour",0.08,1457337606
"watt","meanPerHour",459.41,1457337943
"motion","livingRoomPerHour",0,1457341209
"watt","meanPerHour",211.48,1457341234
"motion","livingRoomPerHour",0,1457344802
"watt","meanPerHour",278.71,1457344826
"motion","livingRoomPerHour",0,1457348405
"watt","meanPerHour",287.68,1457348434
"motion","livingRoomPerHour",0,1457352008
"watt","meanPerHour",276.03,1457352035
"motion","livingRoomPerHour",0.02,1457355601
"watt","meanPerHour",1208.62,1457355639
"motion","livingRoomPerHour",0.01,1457359204
"watt","meanPerHour",880.52,1457359367
"motion","livingRoomPerHour",0,1457362807
"watt","meanPerHour",307.78,1457362829
"motion","livingRoomPerHour",0,1457366400
"watt","meanPerHour",1042.49,1457366505
"motion","livingRoomPerHour",0.01,1457370003
"watt","meanPerHour",1140.35,1457370033
"motion","livingRoomPerHour",0.06,1457373606
"watt","meanPerHour",1813.1,1457373684
"motion","livingRoomPerHour",0.15,1457377209
"watt","meanPerHour",2958.91,1457377273
"temp","outside",6.77,1457378526
"motion","livingRoomPerHour",0.08,1457380803
"watt","meanPerHour",2946.94,1457380815
"motion","livingRoomPerHour",0.03,1457384405
"watt","meanPerHour",2066.91,1457384437
"motion","livingRoomPerHour",0.02,1457388008
"watt","meanPerHour",3306.91,1457388056
"motion","livingRoomPerHour",0.01,1457391600
"watt","meanPerHour",3793.91,1457391618
"watt","sumPerDay",41154.75,1457391618
"temp","outside",5.79,1457391630
"motion","livingRoomPerHour",0,1457395203
"watt","meanPerHour",4184.11,1457395217
"min","tankHotWaterPerDay",176,1457396792
"motion","livingRoomPerHour",0,1457398807
"watt","meanPerHour",2212.29,1457398885
"motion","livingRoomPerHour",0,1457402409
"watt","meanPerHour",825.87,1457402410
"motion","livingRoomPerHour",0,1457406002
"watt","meanPerHour",668.24,1457406129
"motion","livingRoomPerHour",0,1457409605
"watt","meanPerHour",692.99,1457409670
"motion","livingRoomPerHour",0,1457413208
"watt","meanPerHour",2599.95,1457413260
"motion","livingRoomPerHour",0.03,1457416801
"watt","meanPerHour",5236.14,1457416823
"motion","livingRoomPerHour",0.03,1457420404
"watt","meanPerHour",3738.29,1457420431
"motion","livingRoomPerHour",0.03,1457424007
"watt","meanPerHour",283.84,1457424030
"motion","livingRoomPerHour",0,1457427600
"watt","meanPerHour",182.45,1457427759
"motion","livingRoomPerHour",0,1457431203
"watt","meanPerHour",192.94,1457431203
"motion","livingRoomPerHour",0,1457434806
"watt","meanPerHour",200.16,1457434879
"motion","livingRoomPerHour",0,1457438409
"watt","meanPerHour",184.25,1457438555
"motion","livingRoomPerHour",0,1457442002
"watt","meanPerHour",197.75,1457442032
"motion","livingRoomPerHour",0,1457445605
"watt","meanPerHour",188.87,1457445607
"motion","livingRoomPerHour",0,1457449208
"watt","meanPerHour",181.46,1457449266
"motion","livingRoomPerHour",0,1457452801
"watt","meanPerHour",610.34,1457452869
"motion","livingRoomPerHour",0,1457456404
"watt","meanPerHour",1146.56,1457456404
"motion","livingRoomPerHour",0.08,1457460006
"watt","meanPerHour",2378.44,1457460012
"watt","meanPerHour",2715.24,1457463609
"motion","livingRoomPerHour",0.11,1457463610
"motion","livingRoomPerHour",0.08,1457467203
"watt","meanPerHour",2291.12,1457467234
"motion","livingRoomPerHour",0,1457470806
"watt","meanPerHour",1918.99,1457470871
"motion","livingRoomPerHour",0.01,1457474409
"watt","meanPerHour",3179.82,1457474419
"motion","livingRoomPerHour",0.01,1457478002
"temp","outside",7.24,1457478017
"watt","meanPerHour",3529.09,1457478065
"watt","sumPerDay",39539.2,1457478065
"motion","livingRoomPerHour",0.13,1457510404
"watt","meanPerHour",2652.23,1457510411
"motion","livingRoomPerHour",0.04,1457514007
"watt","meanPerHour",2161.62,1457514010
"motion","livingRoomPerHour",0.07000000000000001,1457517600
"watt","meanPerHour",3344.35,1457518236
"motion","livingRoomPerHour",0.07000000000000001,1457521203
"watt","meanPerHour",3880.8,1457523790
"watt","meanPerHour",3283.09,1457524805
"motion","livingRoomPerHour",0.05,1457524806
"motion","livingRoomPerHour",0.1,1457528409
"watt","meanPerHour",2382.78,1457528859
"motion","livingRoomPerHour",0.06,1457532002
"watt","meanPerHour",1738.75,1457532015
"motion","livingRoomPerHour",0.03,1457535605
"watt","meanPerHour",1805.63,1457535608
"motion","livingRoomPerHour",0.02,1457539207
"watt","meanPerHour",1482.23,1457539375
"motion","livingRoomPerHour",0,1457542800
"watt","meanPerHour",1362.06,1457542943
"motion","livingRoomPerHour",0.02,1457546403
"watt","meanPerHour",2958.18,1457546410
"motion","livingRoomPerHour",0.21,1457550007
"watt","meanPerHour",3882,1457550048
"motion","livingRoomPerHour",0.08,1457553610
"watt","meanPerHour",1633.74,1457553618
"motion","livingRoomPerHour",0,1457557202
"watt","meanPerHour",1368.47,1457557256
"motion","livingRoomPerHour",0,1457560805
"watt","meanPerHour",3255.67,1457560888
"temp","outside",7.15,1457564403
"motion","livingRoomPerHour",0.04,1457564408
"watt","meanPerHour",3602.89,1457564416
"watt","sumPerDay",48749.43,1457564416
"motion","livingRoomPerHour",0.01,1457568001
"watt","meanPerHour",2754.04,1457568193
"motion","livingRoomPerHour",0,1457571604
"watt","meanPerHour",2580.63,1457571629
"min","tankHotWaterPerDay",215,1457571947
"watt","meanPerHour",407.09,1457575202
"motion","livingRoomPerHour",0,1457575206
"watt","meanPerHour",215.05,1457578805
"motion","livingRoomPerHour",0,1457578809
"motion","livingRoomPerHour",0,1457582402
"watt","meanPerHour",314.6,1457582426
"motion","livingRoomPerHour",0,1457586005
"watt","meanPerHour",2033.17,1457586081
"motion","livingRoomPerHour",0.03,1457589608
"watt","meanPerHour",4167.31,1457589796
"motion","livingRoomPerHour",0.1,1457593201
"watt","meanPerHour",3023.9,1457593223
"motion","livingRoomPerHour",0.03,1457596804
"watt","meanPerHour",368.12,1457596861
"watt","meanPerHour",196.81,1457600403
"motion","livingRoomPerHour",0,1457600407
"motion","livingRoomPerHour",0,1457604009
"watt","meanPerHour",220.59,1457604061
"motion","livingRoomPerHour",0,1457607603
"watt","meanPerHour",180.81,1457607659
"motion","livingRoomPerHour",0,1457611205
"watt","meanPerHour",177.56,1457611220
"motion","livingRoomPerHour",0,1457614808
"watt","meanPerHour",181.47,1457614855
"motion","livingRoomPerHour",0,1457618402
"watt","meanPerHour",232.1,1457618425
"motion","livingRoomPerHour",0,1457622005
"watt","meanPerHour",209.48,1457622167
"watt","meanPerHour",513.54,1457625607
"motion","livingRoomPerHour",0,1457625608
"motion","livingRoomPerHour",0,1457629201
"watt","meanPerHour",1053.01,1457629236
"motion","livingRoomPerHour",0.04,1457632804
"watt","meanPerHour",1628.72,1457632854
"motion","livingRoomPerHour",0.02,1457636407
"watt","meanPerHour",2102.41,1457636475
"motion","livingRoomPerHour",0.06,1457640000
"watt","meanPerHour",3171.55,1457641987
"watt","meanPerHour",1883.69,1457643600
"motion","livingRoomPerHour",0.03,1457643603
"motion","livingRoomPerHour",0.02,1457647205
"watt","meanPerHour",3379.16,1457647206
"motion","livingRoomPerHour",0.03,1457650809
"temp","outside",8.51,1457650828
"watt","meanPerHour",4142.8,1457650848
"watt","sumPerDay",35137.61,1457650849
"watt","meanPerHour",3204.56,1457654400
"motion","livingRoomPerHour",0.01,1457654401
"motion","livingRoomPerHour",0,1457658004
"watt","meanPerHour",1557.38,1457658085
"motion","livingRoomPerHour",0,1457661607
"watt","meanPerHour",625.39,1457661704
"min","tankHotWaterPerDay",283,1457662407
"motion","livingRoomPerHour",0,1457665200
"watt","meanPerHour",679.46,1457665205
"motion","livingRoomPerHour",0,1457668804
"watt","meanPerHour",1314.13,1457669120
"motion","livingRoomPerHour",0,1457672406
"watt","meanPerHour",2257.86,1457672434
"motion","livingRoomPerHour",0,1457676005
"watt","meanPerHour",1812.34,1457676232
"motion","livingRoomPerHour",0.13,1457679609
"watt","meanPerHour",3835.27,1457679663
"motion","livingRoomPerHour",0.03,1457683202
"watt","meanPerHour",2406.37,1457683265
"motion","livingRoomPerHour",0.03,1457686806
"watt","meanPerHour",742.89,1457686856
"motion","livingRoomPerHour",0.03,1457690410
"watt","meanPerHour",734.6900000000001,1457690601
"motion","livingRoomPerHour",0,1457694003
"watt","meanPerHour",326.82,1457694004
"motion","livingRoomPerHour",0.03,1457697610
"watt","meanPerHour",890.35,1457697686
"motion","livingRoomPerHour",0.07000000000000001,1457701208
"watt","meanPerHour",376.68,1457701214
"motion","livingRoomPerHour",0.02,1457704806
"watt","meanPerHour",445.55,1457704827
"watt","sumPerDay",16180.78,1457704828
"motion","livingRoomPerHour",0,1457708408
"watt","meanPerHour",593.0700000000001,1457708425
"motion","livingRoomPerHour",0.02,1457712001
"watt","meanPerHour",388.16,1457712011
"motion","livingRoomPerHour",0,1457715603
"watt","meanPerHour",325.31,1457715614
"min","tankHotWaterPerDay",1201,1457717518
"motion","livingRoomPerHour",0.08,1457719206
"watt","meanPerHour",307.18,1457719232
"motion","livingRoomPerHour",0.15,1457722808
"watt","meanPerHour",1511.9,1457722875
"motion","livingRoomPerHour",0.27,1457726401
"watt","meanPerHour",3869.37,1457726438
"motion","livingRoomPerHour",0.17,1457730003
"watt","meanPerHour",2271.97,1457730047
"motion","livingRoomPerHour",0.07000000000000001,1457733606
"watt","meanPerHour",2081.25,1457733612
"motion","livingRoomPerHour",0.01,1457737209
"temp","outside",11.64,1457737214
"watt","meanPerHour",3147.76,1457737225
"watt","sumPerDay",14495.97,1457737225
"motion","livingRoomPerHour",0,1457740803
"watt","meanPerHour",2724.03,1457740825
"motion","livingRoomPerHour",0,1457744406
"watt","meanPerHour",2830.48,1457744414
"motion","livingRoomPerHour",0,1457748009
"watt","meanPerHour",969.55,1457748057
"min","tankHotWaterPerDay",283,1457748829
"motion","livingRoomPerHour",0,1457751602
"watt","meanPerHour",620.84,1457751679
"motion","livingRoomPerHour",0,1457755205
"watt","meanPerHour",184.76,1457755223
"motion","livingRoomPerHour",0,1457758808
"watt","meanPerHour",451.23,1457759012
"motion","livingRoomPerHour",0,1457762401
"watt","meanPerHour",538.5599999999999,1457762468
"motion","livingRoomPerHour",0,1457766005
"watt","meanPerHour",1465.81,1457766043
"motion","livingRoomPerHour",0.14,1457769608
"watt","meanPerHour",1308.93,1457769610
"motion","livingRoomPerHour",0.18,1457773201
"watt","meanPerHour",839.45,1457773300
"motion","livingRoomPerHour",0.08,1457776804
"watt","meanPerHour",690.13,1457777267
"motion","livingRoomPerHour",0,1457780408
"watt","meanPerHour",430.71,1457780411
"motion","livingRoomPerHour",0.01,1457784000
"watt","meanPerHour",546.11,1457784034
"motion","livingRoomPerHour",0.13,1457787604
"watt","meanPerHour",456.64,1457787610
"motion","livingRoomPerHour",0.08,1457791207
"watt","meanPerHour",271.92,1457791273
"motion","livingRoomPerHour",0.1,1457794800
"watt","meanPerHour",299.75,1457795143
"watt","meanPerHour",252.29,1457798403
"motion","livingRoomPerHour",0,1457798404
"motion","livingRoomPerHour",0,1457802007
"watt","meanPerHour",180.99,1457802198
"motion","livingRoomPerHour",0.04,1457805600
"watt","meanPerHour",991.41,1457805613
"motion","livingRoomPerHour",0.21,1457809203
"watt","meanPerHour",4973.4,1457809260
"motion","livingRoomPerHour",0.05,1457812806
"watt","meanPerHour",1729.84,1457812845
"motion","livingRoomPerHour",0,1457816410
"watt","meanPerHour",3280.42,1457818337
"motion","livingRoomPerHour",0,1457820003
"watt","meanPerHour",4726.76,1457820027
"temp","outside",11.93,1457823600
"motion","livingRoomPerHour",0.02,1457823606
"watt","meanPerHour",4282.12,1457823652
"watt","sumPerDay",35046.13,1457823652
"motion","livingRoomPerHour",0.01,1457827209
"watt","meanPerHour",3995.46,1457827220
"motion","livingRoomPerHour",0,1457830802
"watt","meanPerHour",3326.73,1457831487
"motion","livingRoomPerHour",0,1457834405
"watt","meanPerHour",2353.38,1457834502
"watt","meanPerHour",268.02,1457838007
"motion","livingRoomPerHour",0,1457838008
"motion","livingRoomPerHour",0,1457841601
"watt","meanPerHour",187.55,1457841871
"min","tankHotWaterPerDay",441,1457844718
"motion","livingRoomPerHour",0,1457845204
"watt","meanPerHour",873.2,1457845209
"motion","livingRoomPerHour",0,1457848808
"watt","meanPerHour",813.6799999999999,1457848890
"motion","livingRoomPerHour",0,1457852401
"watt","meanPerHour",1478.08,1457852453
"motion","livingRoomPerHour",0.03,1457856004
"watt","meanPerHour",821.85,1457856028
"motion","livingRoomPerHour",0.13,1457859608
"watt","meanPerHour",415.64,1457859610
"motion","livingRoomPerHour",0.32,1457863201
"watt","meanPerHour",278.59,1457863250
"motion","livingRoomPerHour",0.33,1457866804
"watt","meanPerHour",349.49,1457866862
"motion","livingRoomPerHour",0.49,1457870409
"watt","meanPerHour",827.38,1457870428
"motion","livingRoomPerHour",0.24,1457874001
"watt","meanPerHour",840.26,1457874009
"motion","livingRoomPerHour",0.11,1457877604
"watt","meanPerHour",684.71,1457877710
"motion","livingRoomPerHour",0.06,1457881208
"watt","meanPerHour",483.6,1457881224
"motion","livingRoomPerHour",0.02,1457884801
"watt","meanPerHour",416.19,1457884818
"motion","livingRoomPerHour",0,1457888404
"watt","meanPerHour",394.4,1457888488
"motion","livingRoomPerHour",0.05,1457892007
"watt","meanPerHour",1426.39,1457892326
"motion","livingRoomPerHour",0.05,1457895600
"watt","meanPerHour",2222.98,1457895654
"motion","livingRoomPerHour",0.04,1457899203
"watt","meanPerHour",2328.71,1457899341
"motion","livingRoomPerHour",0,1457902806
"watt","meanPerHour",1681.1,1457903167
"motion","livingRoomPerHour",0,1457906410
"watt","meanPerHour",2907.91,1457906590
"motion","livingRoomPerHour",0.05,1457910003
"temp","outside",10.68,1457910025
"watt","meanPerHour",3843.88,1457910465
"watt","sumPerDay",33219.18,1457910465
"motion","livingRoomPerHour",0,1457913606
"watt","meanPerHour",2676.91,1457913610
"motion","livingRoomPerHour",0,1457917210
"watt","meanPerHour",2497.16,1457917278
"min","tankHotWaterPerDay",235,1457918720
"motion","livingRoomPerHour",0,1457920803
"watt","meanPerHour",1336.08,1457920823
"motion","livingRoomPerHour",0,1457924406
"watt","meanPerHour",203.84,1457924433
"motion","livingRoomPerHour",0,1457928003
"watt","meanPerHour",250.5,1457928013
"motion","livingRoomPerHour",0,1457931601
"watt","meanPerHour",1419.48,1457931653
"motion","livingRoomPerHour",0.01,1457935203
"watt","meanPerHour",1890.01,1457935526
"motion","livingRoomPerHour",0.1,1457938807
"watt","meanPerHour",2365.59,1457939183
"motion","livingRoomPerHour",0.03,1457942400
"watt","meanPerHour",355.17,1457942437
"motion","livingRoomPerHour",0,1457946003
"watt","meanPerHour",245.76,1457946009
"motion","livingRoomPerHour",0,1457949607
"watt","meanPerHour",267.06,1457949754
"motion","livingRoomPerHour",0.02,1457953200
"watt","meanPerHour",259.3,1457953235
"watt","meanPerHour",168.93,1457956802
"motion","livingRoomPerHour",0.01,1457956803
"motion","livingRoomPerHour",0,1457960406
"watt","meanPerHour",162.38,1457960529
"motion","livingRoomPerHour",0,1457964010
"watt","meanPerHour",166.5,1457964121
"motion","livingRoomPerHour",0,1457967603
"watt","meanPerHour",153.51,1457967646
"motion","livingRoomPerHour",0,1457971206
"watt","meanPerHour",497.12,1457971223
"watt","meanPerHour",890.26,1457974808
"motion","livingRoomPerHour",0,1457974809
"motion","livingRoomPerHour",0.01,1457978402
"watt","meanPerHour",1106.5,1457978422
"motion","livingRoomPerHour",0.07000000000000001,1457982006
"watt","meanPerHour",2574.34,1457982009
"watt","meanPerHour",2750.86,1457985609
"motion","livingRoomPerHour",0.07000000000000001,1457985609
"motion","livingRoomPerHour",0.01,1457989202
"watt","meanPerHour",2134.43,1457989221
"motion","livingRoomPerHour",0.02,1457992805
"watt","meanPerHour",3320.9,1457992899
"motion","livingRoomPerHour",0.02,1457996408
"temp","outside",10.05,1457996412
"watt","meanPerHour",3580.5,1457996420
"watt","sumPerDay",31273.09,1457996420
"motion","livingRoomPerHour",0,1458000001
"watt","meanPerHour",4671.11,1458000025
"motion","livingRoomPerHour",0,1458003604
"watt","meanPerHour",1732.13,1458003676
"motion","livingRoomPerHour",0,1458007207
"watt","meanPerHour",465.43,1458007217
"min","tankHotWaterPerDay",328,1458010712
"motion","livingRoomPerHour",0,1458010800
"watt","meanPerHour",449.82,1458010810
"motion","livingRoomPerHour",0,1458014403
"watt","meanPerHour",739.85,1458014418
"motion","livingRoomPerHour",0.01,1458018006
"watt","meanPerHour",2393.37,1458018052
"motion","livingRoomPerHour",0.03,1458021609
"watt","meanPerHour",4860.33,1458021666
"motion","livingRoomPerHour",0.11,1458025202
"watt","meanPerHour",2742.72,1458025208
"motion","livingRoomPerHour",0.01,1458028805
"watt","meanPerHour",380.94,1458028820
"motion","livingRoomPerHour",0,1458032408
"watt","meanPerHour",216,1458032502
"motion","livingRoomPerHour",0,1458036001
"watt","meanPerHour",274.16,1458036025
"motion","livingRoomPerHour",0,1458039604
"watt","meanPerHour",267.02,1458039624
"motion","livingRoomPerHour",0.01,1458043207
"watt","meanPerHour",196.35,1458043218
"motion","livingRoomPerHour",0,1458046800
"watt","meanPerHour",172.33,1458046830
"motion","livingRoomPerHour",0.02,1458050403
"watt","meanPerHour",209.16,1458050585
"motion","livingRoomPerHour",0,1458054007
"watt","meanPerHour",246.18,1458054022
"motion","livingRoomPerHour",0,1458057610
"watt","meanPerHour",334.12,1458057610
"watt","meanPerHour",455.06,1458061201
"motion","livingRoomPerHour",0.02,1458061203
"motion","livingRoomPerHour",0.03,1458064806
"watt","meanPerHour",457.67,1458064884
"motion","livingRoomPerHour",0.09,1458068409
"watt","meanPerHour",2857.87,1458068512
"motion","livingRoomPerHour",0.06,1458072002
"watt","meanPerHour",2569.28,1458072018
"motion","livingRoomPerHour",0,1458075605
"watt","meanPerHour",1344.08,1458075615
"motion","livingRoomPerHour",0.01,1458079209
"watt","meanPerHour",2669.55,1458079268
"motion","livingRoomPerHour",0.01,1458082802
"temp","outside",11.7,1458082836
"watt","meanPerHour",3950.53,1458082955
"watt","sumPerDay",34655.06,1458082955
"motion","livingRoomPerHour",0.01,1458086404
"watt","meanPerHour",2615.61,1458086414
"min","tankHotWaterPerDay",171,1458087685
"motion","livingRoomPerHour",0,1458090008
"watt","meanPerHour",1281.22,1458090082
"motion","livingRoomPerHour",0,1458093601
"watt","meanPerHour",184.91,1458093624
"motion","livingRoomPerHour",0,1458097203
"watt","meanPerHour",179.49,1458097217
"motion","livingRoomPerHour",0,1458100807
"watt","meanPerHour",213.11,1458100827
"motion","livingRoomPerHour",0,1458104410
"watt","meanPerHour",488.84,1458104431
"watt","meanPerHour",795.59,1458108001
"motion","livingRoomPerHour",0,1458108010
"motion","livingRoomPerHour",0.24,1458111603
"watt","meanPerHour",2348.99,1458111628
"watt","meanPerHour",2334.85,1458115201
"motion","livingRoomPerHour",0.17,1458115207
"motion","livingRoomPerHour",0.21,1458118801
"watt","meanPerHour",907.92,1458119007
"motion","livingRoomPerHour",0.11,1458122406
"watt","meanPerHour",1594.39,1458122479
"motion","livingRoomPerHour",0.01,1458126000
"watt","meanPerHour",741.4299999999999,1458126022
"motion","livingRoomPerHour",0.04,1458129608
"watt","meanPerHour",1684.51,1458129683
"motion","livingRoomPerHour",0.14,1458133209
"watt","meanPerHour",1858.05,1458133232
"motion","livingRoomPerHour",0.03,1458136808
"watt","meanPerHour",1723.16,1458136808
"motion","livingRoomPerHour",0.15,1458140402
"watt","meanPerHour",1408.37,1458140421
"motion","livingRoomPerHour",0.02,1458144008
"watt","meanPerHour",461.9,1458144101
"motion","livingRoomPerHour",0,1458147610
"watt","meanPerHour",521.29,1458147626
"motion","livingRoomPerHour",0.05,1458151201
"watt","meanPerHour",2089.02,1458151251
"motion","livingRoomPerHour",0.14,1458154800
"watt","meanPerHour",1005.09,1458154825
"watt","sumPerDay",16740.32,1458154825
"motion","livingRoomPerHour",0.09,1458158402
"watt","meanPerHour",2164.55,1458158549
"motion","livingRoomPerHour",0,1458162004
"watt","meanPerHour",1971.61,1458162012
"motion","livingRoomPerHour",0.01,1458165606
"watt","meanPerHour",3274.53,1458165644
"motion","livingRoomPerHour",0.01,1458169209
"watt","meanPerHour",4077.27,1458169305
"watt","sumPerDay",11487.96,1458169305
"temp","outside",2.99,1458171445
"motion","livingRoomPerHour",0,1458172801
"watt","meanPerHour",2949.94,1458172893
"min","tankHotWaterPerDay",195,1458175547
"motion","livingRoomPerHour",0.02,1458176403
"watt","meanPerHour",1907.81,1458176484
"motion","livingRoomPerHour",0,1458180005
"watt","meanPerHour",738.4400000000001,1458180062
"watt","meanPerHour",1059.28,1458183602
"motion","livingRoomPerHour",0,1458183607
"motion","livingRoomPerHour",0,1458187209
"watt","meanPerHour",981.49,1458187244
"motion","livingRoomPerHour",0,1458190801
"watt","meanPerHour",1701.72,1458190827
"motion","livingRoomPerHour",0.06,1458194404
"watt","meanPerHour",4988.01,1458194441
"watt","meanPerHour",2727.13,1458198004
"motion","livingRoomPerHour",0.14,1458198006
"motion","livingRoomPerHour",0.14,1458201608
"watt","meanPerHour",752.52,1458201621
"motion","livingRoomPerHour",0.12,1458205200
"watt","meanPerHour",471.16,1458205201
"motion","livingRoomPerHour",0.01,1458208802
"watt","meanPerHour",324.62,1458208806
"motion","livingRoomPerHour",0,1458212404
"watt","meanPerHour",293.64,1458212580
"watt","meanPerHour",1177.37,1458216003
"motion","livingRoomPerHour",0.01,1458216007
"motion","livingRoomPerHour",0.17,1458219609
"watt","meanPerHour",1226.92,1458219705
"motion","livingRoomPerHour",0.04,1458223201
"watt","meanPerHour",995.25,1458223238
"motion","livingRoomPerHour",0,1458226803
"watt","meanPerHour",770.21,1458227078
"motion","livingRoomPerHour",0.02,1458230406
"watt","meanPerHour",515.16,1458230522
"motion","livingRoomPerHour",0.01,1458234008
"watt","meanPerHour",290.8,1458234017
"motion","livingRoomPerHour",0.01,1458237600
"watt","meanPerHour",350.28,1458237680
"motion","livingRoomPerHour",0.16,1458241202
"watt","meanPerHour",1363.62,1458241216
"motion","livingRoomPerHour",0.08,1458244804
"watt","meanPerHour",1591.21,1458244839
"motion","livingRoomPerHour",0,1458248406
"watt","meanPerHour",1210.69,1458248514
"motion","livingRoomPerHour",0.02,1458252009
"watt","meanPerHour",2287.85,1458252028
"motion","livingRoomPerHour",0,1458255601
"watt","meanPerHour",3293.71,1458255640
"watt","sumPerDay",33968.83,1458255640
"motion","livingRoomPerHour",0,1458259203
"watt","meanPerHour",3999.94,1458259237
"motion","livingRoomPerHour",0,1458262805
"watt","meanPerHour",3367.92,1458262885
"min","tankHotWaterPerDay",222,1458263578
"watt","meanPerHour",534.65,1458266402
"motion","livingRoomPerHour",0,1458266407
"watt","meanPerHour",180.41,1458270006
"motion","livingRoomPerHour",0,1458270009
"motion","livingRoomPerHour",0,1458273601
"watt","meanPerHour",219.76,1458273645
"motion","livingRoomPerHour",0,1458277204
"watt","meanPerHour",1503.41,1458277204
"motion","livingRoomPerHour",0.04,1458280806
"watt","meanPerHour",1270.38,1458280957
"motion","livingRoomPerHour",0.11,1458284408
"watt","meanPerHour",2137.01,1458284416
"motion","livingRoomPerHour",0.14,1458288000
"watt","meanPerHour",980.5599999999999,1458288011
"motion","livingRoomPerHour",0.03,1458291603
"watt","meanPerHour",401.8,1458291670
"motion","livingRoomPerHour",0.05,1458295205
"watt","meanPerHour",302.26,1458295220
"motion","livingRoomPerHour",0.09,1458298807
"watt","meanPerHour",297.16,1458298868
"motion","livingRoomPerHour",0.02,1458302409
"watt","meanPerHour",559.9299999999999,1458302506
"motion","livingRoomPerHour",0.04,1458306002
"watt","meanPerHour",330,1458306002
"motion","livingRoomPerHour",0.01,1458309604
