value,hour,day,month,year
12043.0,0,4,10,2015
16282.0,0,5,10,2015
5482.0,0,6,10,2015
15082.0,0,7,10,2015
20837.0,0,1,10,2015
20894.0,0,2,10,2015
24858.0,0,3,10,2015
34892.0,0,4,10,2015
45995.0,0,5,10,2015
28332.0,0,6,10,2015
12222.0,0,7,10,2015
6392.0,0,1,10,2015
7104.0,0,2,10,2015
6307.0,0,3,10,2015
5876.0,0,4,10,2015
5815.0,0,5,10,2015
6012.0,0,6,10,2015
5817.0,0,7,10,2015
35490.0,0,1,10,2015
53963.0,0,2,10,2015
29160.0,0,3,10,2015
18665.0,0,4,10,2015
23629.0,0,5,10,2015
20267.0,0,6,10,2015
32421.0,0,7,11,2015
25276.0,0,1,11,2015
14523.0,0,2,11,2015
31852.0,0,3,11,2015
30764.0,0,4,11,2015
31811.0,0,5,11,2015
24790.0,0,6,11,2015
21196.0,0,7,11,2015
15652.0,0,1,11,2015
19013.0,0,2,11,2015
24157.0,0,3,11,2015
21795.0,0,4,11,2015
10851.0,0,5,11,2015
30422.0,0,6,11,2015
30010.0,0,7,11,2015
27002.0,0,1,11,2015
30185.0,0,2,11,2015
21783.0,0,3,11,2015
19046.0,0,4,11,2015
21200.0,0,5,11,2015
32852.0,0,6,11,2015
19797.0,0,7,11,2015
44520.0,0,1,11,2015
49200.0,0,2,11,2015
29942.0,0,3,11,2015
48381.0,0,4,11,2015
20657.0,0,6,11,2015
37187.0,0,7,11,2015
37201.0,0,1,11,2015
34473.0,0,2,12,2015
23539.0,0,3,12,2015
26129.0,0,4,12,2015
25424.0,0,5,12,2015
22317.0,0,2,12,2015
30325.0,0,3,12,2015
30939.0,0,4,12,2015
43634.0,0,5,12,2015
40729.0,0,6,12,2015
44067.0,0,7,12,2015
48807.0,0,1,12,2015
41988.0,0,2,12,2015
45988.0,0,3,12,2015
42626.0,0,4,12,2015
23820.0,0,5,12,2015
29703.0,0,6,12,2015
32601.0,0,7,12,2015
28603.0,0,1,12,2015
27798.0,0,2,12,2015
21403.0,0,3,12,2015
14780.0,0,4,12,2015
16397.0,0,5,12,2015
14388.0,0,6,12,2015
16007.0,0,7,12,2015
17896.0,0,1,12,2015
35784.0,0,2,12,2015
48914.0,0,3,12,2015
26650.0,18,1,1,2016
16563.0,0,2,1,2016
44344.0,0,3,1,2016
42032.0,0,4,1,2016
32970.0,0,5,1,2016
10959.0,0,3,1,2016
47299.0,0,5,1,2016
45861.0,0,6,1,2016
51125.0,0,7,1,2016
56605.0,0,1,1,2016
54871.0,0,2,1,2016
58439.0,0,3,1,2016
81465.0,0,4,1,2016
70770.0,0,5,1,2016
51455.0,0,6,1,2016
34943.51,0,2,1,2016
20669.44,0,3,1,2016
35301.63,0,4,1,2016
40817.7,0,5,1,2016
35275.76,0,6,1,2016
37029.83,0,7,1,2016
41664.01,0,1,2,2016
39638.41,0,3,2,2016
39118.22,0,4,2,2016
50414.47,0,5,2,2016
36837.1,0,6,2,2016
27675.39,0,7,2,2016
33987.36,0,1,2,2016
32199.04,0,2,2,2016
12606.82,0,4,2,2016
34108.83,0,5,2,2016
30960.35,0,6,2,2016
55150.88,0,7,2,2016
51535.95,0,1,2,2016
49586.15,0,2,2,2016
45975.78,0,3,2,2016
69804.05,0,4,2,2016
44875.97,0,6,2,2016
31481.6,0,1,2,2016
46328.46,0,2,2,2016
34497.41,0,3,2,2016
40151.05,0,4,2,2016
6696.09,17,4,2,2016
16480.33,0,5,2,2016
55068.45,0,6,2,2016
43144.65,0,7,2,2016
40683.05,0,1,2,2016
47838.71,0,2,3,2016
12318.64,21,2,3,2016
8100.71,0,3,3,2016
61648.94,0,4,3,2016
38992.33,0,5,3,2016
29549.74,0,6,3,2016
54354.34,0,7,3,2016
44591.33,0,1,3,2016
41154.75,0,2,3,2016
39539.2,0,3,3,2016
48749.43,0,4,3,2016
35137.61,0,5,3,2016
16180.78,15,5,3,2016
14495.97,0,6,3,2016
35046.13,0,7,3,2016
33219.18,0,1,3,2016
31273.09,0,2,3,2016
34655.06,0,3,3,2016
16740.32,20,3,3,2016
11487.96,0,4,3,2016
33968.83,0,5,3,2016
30692.43,0,6,3,2016
39267.84,0,7,3,2016
43825.97,0,1,3,2016
30160.79,0,2,3,2016
30204.43,0,3,3,2016
32151.52,0,4,3,2016
25668.27,0,5,3,2016
24068.93,0,6,3,2016
7731.12,0,7,3,2016
19372.91,0,1,3,2016
36898.19,0,2,3,2016
27789.52,0,3,3,2016
36293.74,0,4,3,2016
40351.22,0,5,4,2016
39595.52,0,6,4,2016
49748.02,0,7,4,2016
28744.37,0,1,4,2016
23376.15,0,2,4,2016
23880.99,0,3,4,2016
23476.89,0,5,4,2016
27111.33,0,6,4,2016
33915.89,0,7,4,2016
25546.24,0,1,4,2016
27724.62,0,2,4,2016
24764.69,0,3,4,2016
30455.26,0,4,4,2016
29624.53,0,6,4,2016
31461.68,0,7,4,2016
26121.8,0,1,4,2016
24844.29,0,2,4,2016
28258.1,0,3,4,2016
19006.91,0,4,4,2016
21569.27,0,5,4,2016
17779.85,0,6,4,2016
21689.71,0,7,4,2016
23231.82,0,1,4,2016
40234.2,0,2,4,2016
36151.02,21,2,4,2016
8780.92,0,3,4,2016
32252.42,0,4,4,2016
32784.5,0,5,4,2016
36596.55,0,6,4,2016
56429.81,0,7,5,2016
34724.87,0,1,5,2016
25879.51,0,2,5,2016
21417.37,0,3,5,2016
16317.27,0,4,5,2016
16713.1,0,2,5,2016
13616.82,0,3,5,2016
15238.81,0,4,5,2016
18137.44,0,5,5,2016
16783.53,0,6,5,2016
20341.07,0,7,5,2016
16754.37,0,1,5,2016
18360.92,0,2,5,2016
16215.2,0,3,5,2016
11632.28,0,4,5,2016
13877.64,0,5,5,2016
14668.2,0,6,5,2016
15404.62,5,1,5,2016
13703.32,0,2,5,2016
12790.63,0,3,5,2016
17397.12,0,4,5,2016
18053.37,0,5,5,2016
13800.89,0,6,5,2016
12657.28,0,7,5,2016
15259.23,0,1,5,2016
19791.37,0,2,5,2016
18104.82,0,4,6,2016
21396.91,0,5,6,2016
16870.36,0,6,6,2016
20088.86,13,1,6,2016
7359.08,0,2,6,2016
15821.8,0,3,6,2016
10955.01,0,4,6,2016
11404.76,0,5,6,2016
15978.65,0,6,6,2016
15114.28,0,7,6,2016
19038.31,0,1,6,2016
14913.43,0,2,6,2016
14288.2,0,3,6,2016
11738.49,0,4,6,2016
14929.7,0,5,6,2016
12850.26,0,6,6,2016
13782.75,0,7,6,2016
19422.25,0,1,6,2016
17486.59,0,2,6,2016
9654.75,0,3,6,2016
13551.93,0,4,6,2016
14874.37,0,5,6,2016
15025.09,0,6,6,2016
12948.58,0,7,6,2016
18338.69,0,1,6,2016
15353.39,0,2,6,2016
9654.02,0,3,6,2016
16161.02,0,4,6,2016
13532.4,0,5,7,2016
11719.82,0,6,7,2016
13996.21,0,7,7,2016
13164.18,0,1,7,2016
13807.2,0,2,7,2016
12313.52,0,3,7,2016
12383.12,0,4,7,2016
7529.54,0,5,7,2016
15265.28,0,6,7,2016
14338.78,0,7,7,2016
10847.29,0,1,7,2016
14141.29,0,2,7,2016
14587.9,0,3,7,2016
13873.3,0,4,7,2016
14928.83,0,5,7,2016
18153.93,0,6,7,2016
10649.83,0,7,7,2016
16384.61,0,1,7,2016
14620.9,0,2,7,2016
9732.65,0,3,7,2016
13906.25,0,4,7,2016
15774.4,0,5,7,2016
8290.13,0,6,7,2016
4955.96,0,7,7,2016
4931.08,0,1,7,2016
5110.37,0,2,7,2016
5215.34,0,3,7,2016
12758.45,0,4,7,2016
13473.44,0,5,7,2016
17826.66,0,6,7,2016
12823.96,0,7,7,2016
9412.11,0,1,8,2016
14632.48,0,2,8,2016
13502.17,0,3,8,2016
18745.5,0,4,8,2016
9726.16,0,5,8,2016
18964.81,11,5,8,2016
19351.7,14,5,8,2016
10103.66,0,6,8,2016
10531.07,0,7,8,2016
4766.11,0,1,8,2016
4849.62,0,2,8,2016
4757.41,0,3,8,2016
4842.4,0,4,8,2016
4918.0,0,5,8,2016
4888.12,0,6,8,2016
4772.43,0,7,8,2016
4800.75,0,1,8,2016
4809.05,0,2,8,2016
4907.7,0,3,8,2016
4741.27,0,4,8,2016
4766.32,0,5,8,2016
4825.8,0,6,8,2016
4714.76,0,7,8,2016
4956.39,0,1,8,2016
4843.56,0,2,8,2016
4733.92,0,3,8,2016
4759.84,0,4,8,2016
5256.02,0,5,8,2016
13085.43,0,6,8,2016
16305.11,0,7,8,2016
15349.56,0,1,8,2016
13457.12,0,2,8,2016
10907.83,0,3,8,2016
12742.99,0,4,9,2016
4983.94,0,5,9,2016
14404.59,0,6,9,2016
13938.0,0,7,9,2016
4283.26,0,1,9,2016
15170.6,0,2,9,2016
14955.07,0,3,9,2016
18033.38,0,4,9,2016
11590.41,0,5,9,2016
12705.94,0,6,9,2016
11300.05,0,7,9,2016
